job_id,worker_id,crew_id,assignment_type,status,scheduled_days,attended_days
J0233,,M001,crew,completed,5,6
J0234,,M001,crew,completed,3,3
J0235,,M001,crew,completed,6,5
J0236,,M001,crew,completed,6,3
J0237,,M001,crew,completed,4,6
J0238,,M001,crew,completed,3,3
J0239,,M001,crew,completed,5,6
J0240,,M001,crew,completed,4,6
J0241,,M001,crew,completed,3,4
J0242,,M001,crew,completed,3,4
J0243,,M001,crew,completed,3,4
J0244,,M001,crew,completed,3,5
J0245,,M001,crew,completed,5,3
J0246,,C003,crew,completed,6,6
J0247,,C003,crew,completed,3,4
J0248,,C003,crew,completed,6,3
J0249,,C003,crew,completed,5,6
J0250,,C003,crew,completed,4,5
J0251,,C003,crew,completed,4,6
J0252,,C003,crew,completed,4,6
J0253,,C003,crew,completed,6,5
J0254,,C003,crew,completed,5,4
J0255,,C003,crew,completed,6,6
J0256,,C003,crew,completed,4,6
J0257,,C003,crew,completed,5,4
J0258,,C003,crew,completed,6,4
J0259,,C003,crew,completed,5,3
J0260,,C003,crew,completed,4,5
J0261,,C003,crew,completed,5,3
J0262,,C003,crew,completed,5,5
J0263,,C003,crew,completed,4,4
J0264,,C003,crew,completed,6,6
J0265,,C003,crew,completed,5,4
J0266,,C003,crew,completed,5,3
J0267,,C003,crew,completed,3,5
J0268,,C004,crew,completed,4,3
J0269,,C004,crew,completed,4,6
J0270,,C004,crew,completed,6,6
J0271,,C004,crew,completed,3,5
J0272,,C004,crew,completed,5,3
J0273,,C004,crew,completed,5,5
J0274,,C004,crew,completed,6,5
J0275,,C004,crew,completed,5,3
J0276,,C004,crew,completed,6,5
J0277,,C004,crew,completed,3,4
J0278,,C004,crew,completed,4,6
J0279,,C004,crew,completed,4,4
J0280,,C004,crew,completed,5,3
J0281,,C004,crew,completed,3,6
J0282,,C004,crew,completed,5,6
J0283,,C005,crew,completed,4,5
J0284,,C005,crew,completed,4,4
J0285,,C005,crew,completed,3,4
J0286,,C005,crew,completed,5,4
J0287,,C005,crew,completed,3,3
J0288,,C005,crew,completed,6,3
J0289,,C005,crew,completed,4,6
J0290,,C005,crew,completed,4,6
J0291,,C005,crew,completed,3,3
