job_id,rater_id,worker_id,crew_id,rating,comment
J0152,CON002,W027,,3.59,Very neat finishing.
J0151,CON006,W027,,4.07,Work completed as agreed.
J0152,CON002,W027,,4.01,"Good work, finished on time."
J0153,CON006,W027,,3.45,Very neat finishing.
J0153,CON006,W027,,3.53,"Good work, finished on time."
J0153,CON006,W027,,4.17,"Good work, finished on time."
J0152,CON002,W027,,4.15,Work completed as agreed.
J0152,CON002,W027,,3.88,Work completed as agreed.
J0151,CON006,W027,,3.44,Reliable and punctual.
J0154,CON005,W027,,4.09,Would hire again.
J0151,CON006,W027,,3.75,Reliable and punctual.
J0153,CON006,W027,,4.0,Reliable and punctual.
J0155,CON005,W027,,4.06,Careful with materials.
J0156,CON006,W027,,3.54,"Good work, finished on time."
J0155,CON005,W027,,3.72,Reliable and punctual.
J0156,CON006,W027,,3.65,Reliable and punctual.
J0153,CON006,W027,,3.6,Careful with materials.
J0156,CON006,W027,,4.06,Would hire again.
J0155,CON005,W027,,3.95,Careful with materials.
J0157,CON002,W027,,3.67,Careful with materials.
J0158,CON005,W027,,3.43,Would hire again.
J0155,CON005,W027,,3.85,"Good work, finished on time."
J0159,CON002,W027,,3.93,Careful with materials.
J0159,CON002,W027,,3.51,"Good work, finished on time."
J0159,CON002,W027,,3.75,Reliable and punctual.
J0159,CON002,W027,,3.54,Quality was acceptable.
J0159,CON002,W027,,3.85,Would hire again.
J0158,CON005,W027,,3.39,"Strong team, well coordinated."
J0158,CON005,W027,,4.21,Very neat finishing.
J0161,CON001,W028,,4.85,"Good work, finished on time."
J0161,CON001,W028,,4.98,"Good work, finished on time."
J0161,CON001,W028,,4.72,Careful with materials.
J0073,CON005,W029,,4.56,Quality was acceptable.
J0080,CON003,W029,,4.41,Careful with materials.
J0079,CON005,W029,,4.14,Work completed as agreed.
J0079,CON005,W029,,3.72,Quality was acceptable.
J0162,CON004,W029,,3.87,Would hire again.
J0164,CON005,W030,,4.83,"Good work, finished on time."
J0164,CON005,W030,,4.99,Careful with materials.
J0164,CON005,W030,,4.8,Would hire again.
J0164,CON005,W030,,4.98,"Strong team, well coordinated."
J0164,CON005,W030,,4.83,Work completed as agreed.
J0165,CON002,W030,,4.99,Would hire again.
J0165,CON002,W030,,4.95,Work completed as agreed.
J0165,CON002,W030,,4.8,Quality was acceptable.
J0165,CON002,W030,,4.83,Careful with materials.
J0165,CON002,W030,,4.83,Careful with materials.
J0165,CON002,W030,,4.82,Quality was acceptable.
J0166,CON002,W030,,4.94,Very neat finishing.
J0167,CON006,W030,,4.82,"Good work, finished on time."
J0167,CON006,W030,,4.95,"Good work, finished on time."
J0167,CON006,W030,,4.94,Reliable and punctual.
J0167,CON006,W030,,4.79,Very neat finishing.
J0167,CON006,W030,,4.99,"Good work, finished on time."
J0167,CON006,W030,,4.84,Work completed as agreed.
J0167,CON006,W030,,4.95,Very neat finishing.
J0168,CON006,W030,,4.94,Reliable and punctual.
J0169,CON002,W030,,4.96,"Strong team, well coordinated."
J0169,CON002,W030,,4.84,Reliable and punctual.
J0169,CON002,W030,,4.96,"Good work, finished on time."
J0170,CON002,W030,,4.84,"Good work, finished on time."
J0169,CON002,W030,,4.97,Reliable and punctual.
J0170,CON002,W030,,4.81,"Strong team, well coordinated."
J0171,CON004,W030,,4.79,Careful with materials.
J0170,CON002,W030,,4.84,Very neat finishing.
J0172,CON005,W030,,4.79,Would hire again.
J0173,CON002,W030,,4.78,Reliable and punctual.
J0173,CON002,W030,,5.0,Very neat finishing.
J0173,CON002,W030,,4.94,Quality was acceptable.
J0172,CON005,W030,,4.82,Work completed as agreed.
J0172,CON005,W030,,4.95,Reliable and punctual.
J0172,CON005,W030,,4.98,"Good work, finished on time."
J0174,CON006,W030,,4.96,Would hire again.
J0175,CON006,W031,,4.96,Very neat finishing.
J0175,CON006,W031,,4.8,"Strong team, well coordinated."
J0175,CON006,W031,,4.96,"Good work, finished on time."
J0176,CON002,W031,,4.83,Would hire again.
J0177,CON002,W031,,4.82,Very neat finishing.
J0176,CON002,W031,,4.82,Reliable and punctual.
J0177,CON002,W031,,4.93,Very neat finishing.
J0178,CON002,W031,,4.78,Work completed as agreed.
J0175,CON006,W031,,4.94,"Strong team, well coordinated."
J0176,CON002,W031,,4.76,Work completed as agreed.
J0175,CON006,W031,,4.97,"Good work, finished on time."
J0178,CON002,W031,,4.8,"Good work, finished on time."
J0176,CON002,W031,,4.8,"Strong team, well coordinated."
J0176,CON002,W031,,4.96,"Strong team, well coordinated."
J0176,CON002,W031,,4.96,Quality was acceptable.
J0178,CON002,W031,,4.77,Careful with materials.
J0179,CON006,W031,,4.8,Work completed as agreed.
J0178,CON002,W031,,4.79,Work completed as agreed.
J0176,CON002,W031,,4.83,Careful with materials.
J0179,CON006,W031,,5.0,Work completed as agreed.
J0178,CON002,W031,,4.99,Very neat finishing.
J0179,CON006,W031,,4.83,Work completed as agreed.
J0179,CON006,W031,,4.97,Reliable and punctual.
J0179,CON006,W031,,4.93,"Strong team, well coordinated."
J0180,CON006,W031,,4.76,Careful with materials.
J0180,CON006,W031,,4.79,"Good work, finished on time."
J0180,CON006,W031,,4.99,Quality was acceptable.
J0181,CON004,W031,,4.98,Reliable and punctual.
J0181,CON004,W031,,4.95,"Good work, finished on time."
J0180,CON006,W031,,4.99,Very neat finishing.
J0181,CON004,W031,,4.77,Careful with materials.
J0180,CON006,W031,,4.94,"Good work, finished on time."
J0180,CON006,W031,,4.93,Would hire again.
J0181,CON004,W031,,5.0,Very neat finishing.
J0182,CON002,W031,,4.81,Work completed as agreed.
J0181,CON004,W031,,4.77,Reliable and punctual.
J0182,CON002,W031,,4.93,Reliable and punctual.
J0182,CON002,W031,,4.83,Careful with materials.
J0183,CON004,W032,,3.73,Quality was acceptable.
J0111,CON006,W032,,4.17,Very neat finishing.
J0110,CON006,W032,,3.76,"Good work, finished on time."
J0111,CON006,W032,,3.68,Quality was acceptable.
J0110,CON006,W032,,4.08,"Strong team, well coordinated."
J0183,CON004,W032,,3.46,Careful with materials.
J0184,CON006,W032,,3.98,Very neat finishing.
J0184,CON006,W032,,3.66,Careful with materials.
J0185,CON001,W032,,3.56,"Good work, finished on time."
J0185,CON001,W032,,4.03,Careful with materials.
J0185,CON001,W032,,4.24,Work completed as agreed.
J0185,CON001,W032,,3.81,"Good work, finished on time."
J0185,CON001,W032,,3.98,Work completed as agreed.
J0186,CON003,W032,,4.31,Careful with materials.
J0186,CON003,W032,,4.28,Quality was acceptable.
J0187,CON006,W032,,4.14,Careful with materials.
J0187,CON006,W032,,3.6,Quality was acceptable.
J0188,CON006,W032,,3.47,Quality was acceptable.
J0189,CON006,W032,,3.46,Careful with materials.
J0189,CON006,W032,,3.49,Reliable and punctual.
J0190,CON001,W032,,4.17,Careful with materials.
J0190,CON001,W032,,4.18,Reliable and punctual.
J0189,CON006,W032,,4.27,Very neat finishing.
J0186,CON003,W032,,4.06,"Good work, finished on time."
J0189,CON006,W032,,4.06,"Strong team, well coordinated."
J0189,CON006,W032,,3.5,Would hire again.
J0189,CON006,W032,,4.28,"Good work, finished on time."
J0189,CON006,W032,,4.01,Quality was acceptable.
J0191,CON006,W032,,3.57,Reliable and punctual.
J0192,CON001,W032,,3.71,"Good work, finished on time."
J0191,CON006,W032,,3.43,Careful with materials.
J0193,CON006,W032,,3.57,Careful with materials.
J0193,CON006,W032,,3.62,Careful with materials.
J0191,CON006,W032,,3.93,Very neat finishing.
J0194,CON006,W032,,4.12,Very neat finishing.
J0192,CON001,W032,,3.76,Would hire again.
J0191,CON006,W032,,4.25,Would hire again.
J0194,CON006,W032,,3.68,"Strong team, well coordinated."
J0195,CON002,,RAVI01,4.99,Very neat finishing.
J0196,CON003,,RAVI01,4.87,Reliable and punctual.
J0197,CON004,,RAVI01,4.62,Would hire again.
J0198,CON003,,RAVI01,4.63,Careful with materials.
J0199,CON004,,RAVI01,4.92,"Good work, finished on time."
J0200,CON001,,RAVI01,4.66,Would hire again.
J0201,CON005,,RAVI01,4.7,Reliable and punctual.
J0202,CON002,,RAVI01,4.73,Quality was acceptable.
J0203,CON001,,RAVI01,4.86,"Good work, finished on time."
J0204,CON001,,RAVI01,4.91,Careful with materials.
J0205,CON005,,RAVI01,4.9,Quality was acceptable.
J0206,CON001,,RAVI01,4.68,Very neat finishing.
J0207,CON002,,RAVI01,4.69,"Good work, finished on time."
J0208,CON001,,RAVI01,4.98,Quality was acceptable.
J0209,CON005,,RAVI01,4.88,Careful with materials.
J0210,CON004,,RAVI01,4.92,Work completed as agreed.
J0211,CON004,,RAVI01,4.94,Careful with materials.
J0212,CON001,,RAVI01,4.87,Reliable and punctual.
J0213,CON006,,RAVI01,4.68,"Good work, finished on time."
J0214,CON002,,RAVI01,4.61,"Strong team, well coordinated."
J0215,CON003,,RAVI01,4.97,Work completed as agreed.
J0216,CON002,,RAVI01,4.62,Reliable and punctual.
J0217,CON003,,RAVI01,4.92,Work completed as agreed.
J0218,CON004,,RAVI01,4.61,Quality was acceptable.
J0219,CON003,,RAVI01,4.99,Quality was acceptable.
J0220,CON001,,RAVI01,4.73,Careful with materials.
J0221,CON005,,RAVI01,4.74,Careful with materials.
J0222,CON006,,RAVI01,4.72,Careful with materials.
J0223,CON006,,RAVI01,4.87,Would hire again.
J0224,CON004,,RAVI01,4.73,Reliable and punctual.
J0225,CON006,,RAVI01,4.98,"Strong team, well coordinated."
J0226,CON004,,RAVI01,4.68,Would hire again.
J0227,CON005,,M001,4.52,Work completed as agreed.
J0228,CON004,,M001,4.33,Would hire again.
J0229,CON001,,M001,4.82,Work completed as agreed.
J0230,CON004,,M001,4.71,"Strong team, well coordinated."
J0231,CON005,,M001,4.49,"Strong team, well coordinated."
J0232,CON003,,M001,4.27,Very neat finishing.
J0233,CON005,,M001,4.75,Reliable and punctual.
J0234,CON005,,M001,4.67,Reliable and punctual.
J0235,CON001,,M001,4.2,Quality was acceptable.
J0236,CON001,,M001,4.87,"Strong team, well coordinated."
J0237,CON003,,M001,4.53,Quality was acceptable.
J0238,CON004,,M001,5.0,Quality was acceptable.
J0239,CON005,,M001,4.67,Reliable and punctual.
J0240,CON001,,M001,4.93,Work completed as agreed.
J0241,CON003,,M001,4.6,Work completed as agreed.
J0242,CON006,,M001,4.45,"Strong team, well coordinated."
J0243,CON003,,M001,4.68,Reliable and punctual.
J0244,CON004,,M001,4.83,Work completed as agreed.
J0245,CON001,,M001,4.38,"Good work, finished on time."
J0246,CON006,,M001,4.37,"Good work, finished on time."
J0247,CON001,,M001,4.53,Careful with materials.
J0248,CON004,,C003,4.34,Quality was acceptable.
J0249,CON003,,C003,4.48,Careful with materials.
J0250,CON002,,C003,4.75,Reliable and punctual.
J0251,CON001,,C003,4.32,Quality was acceptable.
J0252,CON002,,C003,3.99,Quality was acceptable.
J0253,CON006,,C003,4.0,Very neat finishing.
J0254,CON002,,C003,4.81,Would hire again.
J0255,CON001,,C003,4.54,"Good work, finished on time."
J0256,CON001,,C003,4.65,Quality was acceptable.
J0257,CON002,,C003,4.8,"Strong team, well coordinated."
J0258,CON004,,C003,4.15,Very neat finishing.
J0259,CON004,,C003,4.1,Quality was acceptable.
J0260,CON004,,C003,4.46,"Good work, finished on time."
J0261,CON006,,C003,4.74,Very neat finishing.
J0262,CON003,,C003,4.06,Careful with materials.
J0263,CON002,,C003,4.26,Very neat finishing.
J0264,CON005,,C003,3.97,"Good work, finished on time."
J0265,CON004,,C003,4.14,"Good work, finished on time."
J0266,CON006,,C003,4.83,Quality was acceptable.
J0267,CON006,,C003,4.66,Work completed as agreed.
J0268,CON002,,C003,4.7,"Good work, finished on time."
J0269,CON003,,C003,4.05,"Strong team, well coordinated."
J0270,CON006,,C004,4.89,"Strong team, well coordinated."
J0271,CON004,,C004,4.53,Reliable and punctual.
J0272,CON002,,C004,4.69,Reliable and punctual.
J0273,CON006,,C004,4.78,Quality was acceptable.
J0274,CON004,,C004,4.22,"Strong team, well coordinated."
J0275,CON004,,C004,4.24,Would hire again.
J0276,CON002,,C004,4.42,Quality was acceptable.
J0277,CON005,,C004,4.67,"Strong team, well coordinated."
J0278,CON005,,C004,4.91,"Strong team, well coordinated."
J0279,CON004,,C004,4.31,Careful with materials.
J0280,CON003,,C004,4.29,Would hire again.
J0281,CON005,,C004,4.51,"Good work, finished on time."
J0282,CON002,,C004,4.98,"Good work, finished on time."
J0283,CON005,,C004,4.6,Careful with materials.
J0284,CON006,,C004,4.96,Quality was acceptable.
J0285,CON006,,C005,4.36,Reliable and punctual.
J0286,CON002,,C005,4.89,Reliable and punctual.
J0287,CON001,,C005,4.61,Would hire again.
J0288,CON005,,C005,4.56,Very neat finishing.
J0289,CON001,,C005,4.34,Work completed as agreed.
J0290,CON002,,C005,4.78,Careful with materials.
J0291,CON005,,C005,4.23,"Good work, finished on time."
J0292,CON003,,C005,4.51,"Strong team, well coordinated."
J0293,CON004,,C005,4.76,Quality was acceptable.
