id,contractor_id,title,description,skill_required,workers_required,location_name,location_lat,location_lng,site_address,date,start_time,wage,status
J0157,CON002,Foundation concreting,Foundation concreting at Mangalagiri.,Concrete Worker,1,Mangalagiri,16.419868,80.581398,"Site 10, Mangalagiri",2025-11-05,08:00,650,completed
J0158,CON005,Foundation concreting,Foundation concreting at Chilakaluripet.,Concrete Worker,3,Chilakaluripet,16.084048,80.159817,"Site 32, Chilakaluripet",2026-06-21,08:00,1000,completed
J0159,CON002,"Concrete pour, ground floor","Concrete pour, ground floor at Sattenapalle.",Concrete Worker,5,Sattenapalle,16.389449,80.157454,"Site 30, Sattenapalle",2025-03-07,08:00,900,completed
J0160,CON006,"Concrete pour, ground floor","Concrete pour, ground floor at Chilakaluripet.",Concrete Worker,1,Chilakaluripet,16.076396,80.152446,"Site 53, Chilakaluripet",2025-10-21,08:00,900,completed
J0161,CON001,Bathroom wall tiling,Bathroom wall tiling at Guntur.,Tile Layer,3,Guntur,16.293764,80.436484,"Site 51, Guntur",2025-04-06,08:30,750,completed
J0162,CON004,Compound wall masonry,Compound wall masonry at Vijayawada.,Mason,2,Vijayawada,16.489364,80.641745,"Site 21, Vijayawada",2025-06-15,09:00,750,completed
J0163,CON006,Brickwork for first floor slab,Brickwork for first floor slab at Ponnur.,Mason,1,Ponnur,16.053393,80.580868,"Site 47, Ponnur",2025-04-29,08:00,900,completed
J0164,CON005,Internal wall plastering,Internal wall plastering at Guntur.,Plasterer,5,Guntur,16.307633,80.446832,"Site 23, Guntur",2026-07-24,08:30,800,completed
J0165,CON002,Internal wall plastering,Internal wall plastering at Ponnur.,Plasterer,6,Ponnur,16.055524,80.549868,"Site 34, Ponnur",2025-06-30,09:00,1000,completed
J0166,CON002,Internal wall plastering,Internal wall plastering at Tenali.,Plasterer,1,Tenali,16.261893,80.631285,"Site 46, Tenali",2026-07-12,08:30,900,completed
J0167,CON006,Ceiling plastering,Ceiling plastering at Mangalagiri.,Plasterer,7,Mangalagiri,16.424377,80.560463,"Site 24, Mangalagiri",2025-03-16,08:30,900,completed
J0168,CON006,Ceiling plastering,Ceiling plastering at Chilakaluripet.,Plasterer,1,Chilakaluripet,16.084765,80.185649,"Site 11, Chilakaluripet",2026-01-02,09:00,900,completed
J0169,CON002,Internal wall plastering,Internal wall plastering at Mangalagiri.,Plasterer,4,Mangalagiri,16.425117,80.550084,"Site 8, Mangalagiri",2025-10-02,08:00,900,completed
J0170,CON002,Ceiling plastering,Ceiling plastering at Sattenapalle.,Plasterer,3,Sattenapalle,16.404532,80.139949,"Site 6, Sattenapalle",2026-02-26,09:00,850,completed
J0171,CON004,Internal wall plastering,Internal wall plastering at Guntur.,Plasterer,1,Guntur,16.31427,80.430827,"Site 17, Guntur",2026-01-18,08:00,800,completed
J0172,CON005,Internal wall plastering,Internal wall plastering at Narasaraopet.,Plasterer,4,Narasaraopet,16.249706,80.053947,"Site 5, Narasaraopet",2025-04-11,09:00,700,completed
J0173,CON002,Ceiling plastering,Ceiling plastering at Ponnur.,Plasterer,3,Ponnur,16.076046,80.582017,"Site 50, Ponnur",2025-03-03,09:00,700,completed
J0174,CON006,Ceiling plastering,Ceiling plastering at Vijayawada.,Plasterer,1,Vijayawada,16.505615,80.63195,"Site 43, Vijayawada",2026-01-09,08:30,850,completed
J0175,CON006,Bathroom wall tiling,Bathroom wall tiling at Ponnur.,Tile Layer,5,Ponnur,16.077267,80.563924,"Site 39, Ponnur",2025-07-19,08:00,850,completed
J0176,CON002,"Floor tiling, two apartments","Floor tiling, two apartments at Narasaraopet.",Tile Layer,7,Narasaraopet,16.215263,80.069376,"Site 55, Narasaraopet",2026-03-18,08:30,650,completed
J0177,CON002,"Floor tiling, two apartments","Floor tiling, two apartments at Vijayawada.",Tile Layer,2,Vijayawada,16.487709,80.642226,"Site 17, Vijayawada",2026-02-26,08:30,850,completed
J0178,CON002,Bathroom wall tiling,Bathroom wall tiling at Amaravati.,Tile Layer,5,Amaravati,16.586281,80.342315,"Site 3, Amaravati",2025-03-22,09:00,1000,completed
J0179,CON006,Bathroom wall tiling,Bathroom wall tiling at Ponnur.,Tile Layer,5,Ponnur,16.05262,80.560147,"Site 37, Ponnur",2025-10-11,09:00,650,completed
J0180,CON006,"Floor tiling, two apartments","Floor tiling, two apartments at Amaravati.",Tile Layer,7,Amaravati,16.579716,80.369287,"Site 23, Amaravati",2025-08-16,09:00,1000,completed
J0181,CON004,Bathroom wall tiling,Bathroom wall tiling at Amaravati.,Tile Layer,6,Amaravati,16.590569,80.37325,"Site 1, Amaravati",2025-11-28,08:30,900,completed
J0182,CON002,Bathroom wall tiling,Bathroom wall tiling at Vijayawada.,Tile Layer,3,Vijayawada,16.501746,80.638852,"Site 56, Vijayawada",2026-07-26,08:00,650,completed
J0183,CON004,Column reinforcement cage,Column reinforcement cage at Narasaraopet.,Bar Bender,2,Narasaraopet,16.23272,80.067351,"Site 10, Narasaraopet",2025-06-08,08:00,650,completed
J0184,CON006,Steel binding for footings,Steel binding for footings at Mangalagiri.,Bar Bender,2,Mangalagiri,16.411989,80.578582,"Site 60, Mangalagiri",2026-01-18,08:30,800,completed
J0185,CON001,Column reinforcement cage,Column reinforcement cage at Ponnur.,Bar Bender,5,Ponnur,16.062895,80.548373,"Site 47, Ponnur",2025-11-24,08:30,800,completed
J0186,CON003,Steel binding for footings,Steel binding for footings at Tenali.,Bar Bender,3,Tenali,16.239898,80.644525,"Site 45, Tenali",2025-04-18,09:00,700,completed
J0187,CON006,Steel binding for footings,Steel binding for footings at Ponnur.,Bar Bender,2,Ponnur,16.063242,80.564735,"Site 30, Ponnur",2026-03-18,09:00,900,completed
J0188,CON006,Steel binding for footings,Steel binding for footings at Sattenapalle.,Bar Bender,1,Sattenapalle,16.377112,80.158291,"Site 25, Sattenapalle",2025-04-30,09:00,800,completed
J0189,CON006,Column reinforcement cage,Column reinforcement cage at Tenali.,Bar Bender,7,Tenali,16.230155,80.648482,"Site 20, Tenali",2026-02-18,08:30,900,completed
J0190,CON001,Steel binding for footings,Steel binding for footings at Chilakaluripet.,Bar Bender,2,Chilakaluripet,16.089105,80.167146,"Site 39, Chilakaluripet",2026-07-22,08:30,700,completed
J0191,CON006,Column reinforcement cage,Column reinforcement cage at Amaravati.,Bar Bender,4,Amaravati,16.567908,80.339934,"Site 21, Amaravati",2025-04-24,08:30,800,completed
J0192,CON001,Column reinforcement cage,Column reinforcement cage at Vijayawada.,Bar Bender,2,Vijayawada,16.513985,80.638977,"Site 34, Vijayawada",2026-03-19,08:00,900,completed
J0193,CON006,Column reinforcement cage,Column reinforcement cage at Ponnur.,Bar Bender,2,Ponnur,16.071054,80.55936,"Site 60, Ponnur",2025-10-13,08:00,850,completed
J0194,CON006,Column reinforcement cage,Column reinforcement cage at Vijayawada.,Bar Bender,2,Vijayawada,16.515699,80.636293,"Site 27, Vijayawada",2025-04-14,08:00,750,completed
J0195,CON002,Brickwork for first floor slab,Brickwork for first floor slab at Narasaraopet.,Mason,6,Narasaraopet,16.243211,80.04258,"Site 18, Narasaraopet",2026-04-06,08:30,650,completed
J0196,CON003,Brickwork for first floor slab,Brickwork for first floor slab at Narasaraopet.,Mason,4,Narasaraopet,16.223646,80.042093,"Site 24, Narasaraopet",2025-04-28,08:00,1000,completed
J0197,CON004,Brickwork for first floor slab,Brickwork for first floor slab at Guntur.,Mason,8,Guntur,16.318661,80.452698,"Site 13, Guntur",2025-03-03,08:30,800,completed
J0198,CON003,Block work for partition walls,Block work for partition walls at Vijayawada.,Mason,3,Vijayawada,16.519086,80.665521,"Site 9, Vijayawada",2026-03-10,08:00,900,completed
J0199,CON004,Block work for partition walls,Block work for partition walls at Guntur.,Mason,6,Guntur,16.299139,80.418261,"Site 56, Guntur",2026-04-07,08:00,750,completed
J0200,CON001,Brickwork for first floor slab,Brickwork for first floor slab at Guntur.,Mason,5,Guntur,16.309802,80.428986,"Site 21, Guntur",2025-09-18,08:00,700,completed
J0201,CON005,Brickwork for first floor slab,Brickwork for first floor slab at Chilakaluripet.,Mason,7,Chilakaluripet,16.096045,80.158106,"Site 18, Chilakaluripet",2025-09-11,08:00,650,completed
J0202,CON002,Block work for partition walls,Block work for partition walls at Bapatla.,Mason,4,Bapatla,15.897139,80.452762,"Site 52, Bapatla",2025-08-10,08:30,850,completed
J0203,CON001,Brickwork for first floor slab,Brickwork for first floor slab at Amaravati.,Mason,8,Amaravati,16.58919,80.360123,"Site 9, Amaravati",2025-09-19,08:00,800,completed
J0204,CON001,Block work for partition walls,Block work for partition walls at Guntur.,Mason,8,Guntur,16.290145,80.432177,"Site 39, Guntur",2025-07-07,09:00,900,completed
J0205,CON005,Block work for partition walls,Block work for partition walls at Narasaraopet.,Mason,6,Narasaraopet,16.228293,80.037926,"Site 52, Narasaraopet",2025-08-04,09:00,650,completed
J0206,CON001,Block work for partition walls,Block work for partition walls at Vijayawada.,Mason,4,Vijayawada,16.504423,80.655379,"Site 50, Vijayawada",2025-04-11,08:30,800,completed
J0207,CON002,Block work for partition walls,Block work for partition walls at Sattenapalle.,Mason,6,Sattenapalle,16.389383,80.157985,"Site 22, Sattenapalle",2025-11-12,08:30,800,completed
J0208,CON001,Brickwork for first floor slab,Brickwork for first floor slab at Vijayawada.,Mason,7,Vijayawada,16.500258,80.64645,"Site 19, Vijayawada",2025-04-04,08:30,850,completed
J0209,CON005,Compound wall masonry,Compound wall masonry at Ponnur.,Mason,5,Ponnur,16.079402,80.57857,"Site 36, Ponnur",2026-04-20,09:00,650,completed
J0210,CON004,Compound wall masonry,Compound wall masonry at Mangalagiri.,Mason,4,Mangalagiri,16.435535,80.569918,"Site 25, Mangalagiri",2025-06-06,08:00,750,completed
J0211,CON004,Block work for partition walls,Block work for partition walls at Bapatla.,Mason,7,Bapatla,15.912165,80.454023,"Site 5, Bapatla",2025-08-18,09:00,900,completed
J0212,CON001,Brickwork for first floor slab,Brickwork for first floor slab at Sattenapalle.,Mason,7,Sattenapalle,16.395904,80.162881,"Site 20, Sattenapalle",2025-04-16,08:30,650,completed
J0213,CON006,Brickwork for first floor slab,Brickwork for first floor slab at Sattenapalle.,Mason,8,Sattenapalle,16.393472,80.156407,"Site 14, Sattenapalle",2025-07-11,08:00,850,completed
J0214,CON002,Block work for partition walls,Block work for partition walls at Chilakaluripet.,Mason,8,Chilakaluripet,16.09045,80.162799,"Site 29, Chilakaluripet",2026-03-04,08:00,700,completed
J0215,CON003,Brickwork for first floor slab,Brickwork for first floor slab at Ponnur.,Mason,7,Ponnur,16.075412,80.583305,"Site 38, Ponnur",2025-09-26,08:00,850,completed
J0216,CON002,Brickwork for first floor slab,Brickwork for first floor slab at Guntur.,Mason,5,Guntur,16.301469,80.438455,"Site 1, Guntur",2025-10-06,09:00,850,completed
J0217,CON003,Block work for partition walls,Block work for partition walls at Mangalagiri.,Mason,6,Mangalagiri,16.427969,80.571607,"Site 21, Mangalagiri",2026-07-03,09:00,800,completed
J0218,CON004,Compound wall masonry,Compound wall masonry at Tenali.,Mason,6,Tenali,16.241995,80.627529,"Site 54, Tenali",2025-12-30,08:30,1000,completed
J0219,CON003,Brickwork for first floor slab,Brickwork for first floor slab at Tenali.,Mason,6,Tenali,16.223464,80.645936,"Site 47, Tenali",2026-03-28,08:30,900,completed
J0220,CON001,Block work for partition walls,Block work for partition walls at Ponnur.,Mason,4,Ponnur,16.081106,80.582443,"Site 39, Ponnur",2026-03-16,08:30,850,completed
J0221,CON005,Brickwork for first floor slab,Brickwork for first floor slab at Bapatla.,Mason,3,Bapatla,15.917203,80.462489,"Site 12, Bapatla",2025-05-26,08:30,850,completed
J0222,CON006,Block work for partition walls,Block work for partition walls at Bapatla.,Mason,7,Bapatla,15.89517,80.484163,"Site 24, Bapatla",2025-12-04,08:00,650,completed
J0223,CON006,Brickwork for first floor slab,Brickwork for first floor slab at Vijayawada.,Mason,7,Vijayawada,16.509411,80.66647,"Site 10, Vijayawada",2025-07-22,09:00,900,completed
J0224,CON004,Brickwork for first floor slab,Brickwork for first floor slab at Vijayawada.,Mason,8,Vijayawada,16.507134,80.652403,"Site 31, Vijayawada",2025-02-20,09:00,900,completed
J0225,CON006,Brickwork for first floor slab,Brickwork for first floor slab at Amaravati.,Mason,6,Amaravati,16.555611,80.352242,"Site 31, Amaravati",2025-09-18,08:30,850,completed
J0226,CON004,Block work for partition walls,Block work for partition walls at Narasaraopet.,Mason,7,Narasaraopet,16.226568,80.031413,"Site 48, Narasaraopet",2025-08-07,08:30,900,completed
J0227,CON005,Block work for partition walls,Block work for partition walls at Sattenapalle.,Mason,6,Sattenapalle,16.413063,80.168694,"Site 60, Sattenapalle",2026-07-01,08:00,1000,completed
J0228,CON004,Block work for partition walls,Block work for partition walls at Chilakaluripet.,Mason,8,Chilakaluripet,16.09824,80.153891,"Site 47, Chilakaluripet",2025-12-03,08:30,650,completed
J0229,CON001,Compound wall masonry,Compound wall masonry at Tenali.,Mason,6,Tenali,16.241561,80.639049,"Site 48, Tenali",2026-06-11,09:00,700,completed
J0230,CON004,Compound wall masonry,Compound wall masonry at Tenali.,Mason,8,Tenali,16.244218,80.637389,"Site 60, Tenali",2025-11-08,08:30,800,completed
J0231,CON005,Compound wall masonry,Compound wall masonry at Vijayawada.,Mason,5,Vijayawada,16.522908,80.653497,"Site 40, Vijayawada",2026-06-22,09:00,1000,completed
J0232,CON003,Compound wall masonry,Compound wall masonry at Vijayawada.,Mason,4,Vijayawada,16.496414,80.651367,"Site 50, Vijayawada",2025-11-03,09:00,900,completed
J0233,CON005,Brickwork for first floor slab,Brickwork for first floor slab at Tenali.,Mason,6,Tenali,16.235531,80.620423,"Site 54, Tenali",2025-08-23,08:00,650,completed
J0234,CON005,Compound wall masonry,Compound wall masonry at Chilakaluripet.,Mason,7,Chilakaluripet,16.083261,80.17621,"Site 13, Chilakaluripet",2026-04-19,08:00,650,completed
J0235,CON001,Brickwork for first floor slab,Brickwork for first floor slab at Amaravati.,Mason,6,Amaravati,16.579023,80.366823,"Site 6, Amaravati",2025-12-24,09:00,700,completed
J0236,CON001,Brickwork for first floor slab,Brickwork for first floor slab at Narasaraopet.,Mason,6,Narasaraopet,16.226783,80.056419,"Site 41, Narasaraopet",2026-01-27,08:30,750,completed
J0237,CON003,Compound wall masonry,Compound wall masonry at Vijayawada.,Mason,5,Vijayawada,16.497291,80.630495,"Site 22, Vijayawada",2026-02-19,08:00,750,completed
J0238,CON004,Compound wall masonry,Compound wall masonry at Chilakaluripet.,Mason,3,Chilakaluripet,16.108377,80.155227,"Site 12, Chilakaluripet",2026-05-24,09:00,800,completed
J0239,CON005,Compound wall masonry,Compound wall masonry at Mangalagiri.,Mason,3,Mangalagiri,16.435259,80.55225,"Site 46, Mangalagiri",2025-05-19,08:30,650,completed
J0240,CON001,Block work for partition walls,Block work for partition walls at Chilakaluripet.,Mason,8,Chilakaluripet,16.069951,80.167108,"Site 41, Chilakaluripet",2025-11-20,08:00,650,completed
J0241,CON003,Block work for partition walls,Block work for partition walls at Sattenapalle.,Mason,6,Sattenapalle,16.409885,80.152986,"Site 46, Sattenapalle",2026-03-01,08:30,800,completed
J0242,CON006,Block work for partition walls,Block work for partition walls at Bapatla.,Mason,7,Bapatla,15.893434,80.462477,"Site 53, Bapatla",2026-05-24,08:30,650,completed
J0243,CON003,Block work for partition walls,Block work for partition walls at Ponnur.,Mason,5,Ponnur,16.048908,80.586581,"Site 6, Ponnur",2025-09-27,08:30,850,completed
J0244,CON004,Compound wall masonry,Compound wall masonry at Mangalagiri.,Mason,8,Mangalagiri,16.417765,80.549573,"Site 43, Mangalagiri",2025-10-11,08:00,750,completed
J0245,CON001,Block work for partition walls,Block work for partition walls at Chilakaluripet.,Mason,4,Chilakaluripet,16.072594,80.172512,"Site 13, Chilakaluripet",2025-08-01,08:00,650,completed
J0246,CON006,Block work for partition walls,Block work for partition walls at Chilakaluripet.,Mason,6,Chilakaluripet,16.084751,80.17891,"Site 20, Chilakaluripet",2025-12-02,08:30,850,completed
J0247,CON001,Compound wall masonry,Compound wall masonry at Guntur.,Mason,8,Guntur,16.300209,80.44534,"Site 8, Guntur",2025-08-21,08:00,1000,completed
J0248,CON004,Door and window frame fitting,Door and window frame fitting at Ponnur.,Carpenter,3,Ponnur,16.059669,80.585734,"Site 21, Ponnur",2025-08-23,08:00,1000,completed
J0249,CON003,Door and window frame fitting,Door and window frame fitting at Vijayawada.,Carpenter,4,Vijayawada,16.497156,80.658302,"Site 45, Vijayawada",2026-05-31,08:30,850,completed
J0250,CON002,Roof truss carpentry,Roof truss carpentry at Tenali.,Carpenter,6,Tenali,16.226999,80.653895,"Site 50, Tenali",2026-06-23,08:00,650,completed
J0251,CON001,Roof truss carpentry,Roof truss carpentry at Tenali.,Carpenter,6,Tenali,16.260045,80.64827,"Site 27, Tenali",2026-07-27,09:00,1000,completed
J0252,CON002,Door and window frame fitting,Door and window frame fitting at Narasaraopet.,Carpenter,7,Narasaraopet,16.235923,80.046481,"Site 40, Narasaraopet",2026-03-10,09:00,650,completed
J0253,CON006,Roof truss carpentry,Roof truss carpentry at Amaravati.,Carpenter,7,Amaravati,16.591512,80.363588,"Site 23, Amaravati",2025-03-10,08:30,650,completed
J0254,CON002,Door and window frame fitting,Door and window frame fitting at Bapatla.,Carpenter,4,Bapatla,15.923472,80.471857,"Site 30, Bapatla",2026-04-05,09:00,900,completed
J0255,CON001,Roof truss carpentry,Roof truss carpentry at Vijayawada.,Carpenter,8,Vijayawada,16.518065,80.65541,"Site 32, Vijayawada",2026-01-17,08:00,700,completed
J0256,CON001,Roof truss carpentry,Roof truss carpentry at Narasaraopet.,Carpenter,3,Narasaraopet,16.223384,80.040055,"Site 3, Narasaraopet",2025-07-27,08:00,900,completed
J0257,CON002,Door and window frame fitting,Door and window frame fitting at Chilakaluripet.,Carpenter,7,Chilakaluripet,16.089796,80.150034,"Site 47, Chilakaluripet",2026-07-05,08:30,850,completed
J0258,CON004,Door and window frame fitting,Door and window frame fitting at Sattenapalle.,Carpenter,6,Sattenapalle,16.382903,80.134405,"Site 7, Sattenapalle",2026-01-12,08:00,900,completed
J0259,CON004,Roof truss carpentry,Roof truss carpentry at Vijayawada.,Carpenter,6,Vijayawada,16.50504,80.647376,"Site 10, Vijayawada",2025-12-21,08:00,850,completed
J0260,CON004,Roof truss carpentry,Roof truss carpentry at Tenali.,Carpenter,4,Tenali,16.24131,80.627766,"Site 18, Tenali",2025-07-17,08:00,750,completed
J0261,CON006,Roof truss carpentry,Roof truss carpentry at Narasaraopet.,Carpenter,5,Narasaraopet,16.22046,80.064066,"Site 27, Narasaraopet",2026-06-03,08:00,1000,completed
J0262,CON003,Door and window frame fitting,Door and window frame fitting at Amaravati.,Carpenter,7,Amaravati,16.589723,80.361625,"Site 6, Amaravati",2026-02-24,08:30,1000,completed
J0263,CON002,Door and window frame fitting,Door and window frame fitting at Chilakaluripet.,Carpenter,7,Chilakaluripet,16.080367,80.176401,"Site 16, Chilakaluripet",2025-04-06,08:30,800,completed
J0264,CON005,Door and window frame fitting,Door and window frame fitting at Amaravati.,Carpenter,7,Amaravati,16.58943,80.355211,"Site 3, Amaravati",2026-03-04,08:30,900,completed
J0265,CON004,Door and window frame fitting,Door and window frame fitting at Chilakaluripet.,Carpenter,3,Chilakaluripet,16.101589,80.175066,"Site 29, Chilakaluripet",2025-06-26,08:30,700,completed
J0266,CON006,Door and window frame fitting,Door and window frame fitting at Mangalagiri.,Carpenter,5,Mangalagiri,16.416008,80.559832,"Site 2, Mangalagiri",2025-06-13,08:30,900,completed
J0267,CON006,Roof truss carpentry,Roof truss carpentry at Amaravati.,Carpenter,8,Amaravati,16.583391,80.339477,"Site 30, Amaravati",2025-04-20,08:00,1000,completed
J0268,CON002,Door and window frame fitting,Door and window frame fitting at Chilakaluripet.,Carpenter,7,Chilakaluripet,16.097356,80.147255,"Site 25, Chilakaluripet",2025-07-20,09:00,750,completed
J0269,CON003,Door and window frame fitting,Door and window frame fitting at Narasaraopet.,Carpenter,7,Narasaraopet,16.242922,80.0545,"Site 51, Narasaraopet",2025-05-24,09:00,650,completed
J0270,CON006,Interior emulsion painting,Interior emulsion painting at Mangalagiri.,Painter,5,Mangalagiri,16.423519,80.583917,"Site 18, Mangalagiri",2026-01-01,08:00,650,completed
J0271,CON004,Interior emulsion painting,Interior emulsion painting at Bapatla.,Painter,8,Bapatla,15.905467,80.452008,"Site 29, Bapatla",2025-03-24,09:00,750,completed
J0272,CON002,Interior emulsion painting,Interior emulsion painting at Vijayawada.,Painter,5,Vijayawada,16.489407,80.663918,"Site 5, Vijayawada",2025-04-22,08:00,700,completed
J0273,CON006,Exterior painting,Exterior painting at Chilakaluripet.,Painter,7,Chilakaluripet,16.07522,80.15537,"Site 19, Chilakaluripet",2026-03-05,08:30,900,completed
J0274,CON004,Interior emulsion painting,Interior emulsion painting at Ponnur.,Painter,4,Ponnur,16.064454,80.572487,"Site 13, Ponnur",2025-08-13,08:00,650,completed
J0275,CON004,Interior emulsion painting,Interior emulsion painting at Sattenapalle.,Painter,4,Sattenapalle,16.393146,80.156634,"Site 30, Sattenapalle",2025-08-17,08:30,850,completed
J0276,CON002,Exterior painting,Exterior painting at Mangalagiri.,Painter,6,Mangalagiri,16.43007,80.586829,"Site 10, Mangalagiri",2025-11-10,08:30,750,completed
J0277,CON005,Exterior painting,Exterior painting at Bapatla.,Painter,3,Bapatla,15.89581,80.486028,"Site 11, Bapatla",2026-02-20,08:00,650,completed
J0278,CON005,Exterior painting,Exterior painting at Chilakaluripet.,Painter,4,Chilakaluripet,16.079616,80.15458,"Site 43, Chilakaluripet",2026-03-27,08:30,750,completed
J0279,CON004,Interior emulsion painting,Interior emulsion painting at Bapatla.,Painter,4,Bapatla,15.896462,80.483917,"Site 60, Bapatla",2026-02-18,08:30,1000,completed
J0280,CON003,Interior emulsion painting,Interior emulsion painting at Guntur.,Painter,6,Guntur,16.325506,80.438346,"Site 42, Guntur",2026-02-25,09:00,750,completed
J0281,CON005,Interior emulsion painting,Interior emulsion painting at Amaravati.,Painter,6,Amaravati,16.582642,80.375392,"Site 45, Amaravati",2026-03-06,08:00,900,completed
J0282,CON002,Exterior painting,Exterior painting at Narasaraopet.,Painter,5,Narasaraopet,16.215992,80.054701,"Site 29, Narasaraopet",2026-04-06,08:30,650,completed
J0283,CON005,Interior emulsion painting,Interior emulsion painting at Amaravati.,Painter,7,Amaravati,16.574557,80.369751,"Site 13, Amaravati",2026-01-16,08:00,650,completed
J0284,CON006,Exterior painting,Exterior painting at Bapatla.,Painter,6,Bapatla,15.900177,80.466719,"Site 59, Bapatla",2026-05-06,09:00,750,completed
J0285,CON006,Column reinforcement cage,Column reinforcement cage at Chilakaluripet.,Bar Bender,7,Chilakaluripet,16.080745,80.179427,"Site 47, Chilakaluripet",2025-06-04,08:30,700,completed
J0286,CON002,Column reinforcement cage,Column reinforcement cage at Narasaraopet.,Bar Bender,6,Narasaraopet,16.233985,80.064701,"Site 5, Narasaraopet",2026-01-03,09:00,1000,completed
J0287,CON001,Steel binding for footings,Steel binding for footings at Narasaraopet.,Bar Bender,6,Narasaraopet,16.231581,80.052233,"Site 13, Narasaraopet",2025-06-10,08:00,1000,completed
J0288,CON005,Column reinforcement cage,Column reinforcement cage at Guntur.,Bar Bender,6,Guntur,16.319612,80.42858,"Site 32, Guntur",2025-03-19,09:00,900,completed
J0289,CON001,Column reinforcement cage,Column reinforcement cage at Tenali.,Bar Bender,5,Tenali,16.233507,80.658241,"Site 8, Tenali",2026-08-01,09:00,900,completed
J0290,CON002,Column reinforcement cage,Column reinforcement cage at Mangalagiri.,Bar Bender,5,Mangalagiri,16.411838,80.578589,"Site 5, Mangalagiri",2025-03-18,09:00,900,completed
J0291,CON005,Steel binding for footings,Steel binding for footings at Narasaraopet.,Bar Bender,7,Narasaraopet,16.24012,80.049042,"Site 24, Narasaraopet",2025-05-14,09:00,900,completed
J0292,CON003,Steel binding for footings,Steel binding for footings at Amaravati.,Bar Bender,5,Amaravati,16.55584,80.351287,"Site 23, Amaravati",2026-02-18,08:00,650,completed
J0293,CON004,Steel binding for footings,Steel binding for footings at Guntur.,Bar Bender,8,Guntur,16.298294,80.437684,"Site 33, Guntur",2025-08-04,08:00,1000,completed
J0294,CON005,Assisting concrete pour,Assisting concrete pour at Bapatla.,Helper,7,Bapatla,15.897304,80.459748,"Site 18, Bapatla",2026-08-16,09:00,900,open
J0295,CON001,Grill and railing welding,Grill and railing welding at Amaravati.,Welder,8,Amaravati,16.567565,80.344249,"Site 34, Amaravati",2026-08-22,08:30,750,open
J0296,CON004,Internal wall plastering,Internal wall plastering at Tenali.,Plasterer,6,Tenali,16.227097,80.626182,"Site 54, Tenali",2026-08-19,08:00,1000,open
J0297,CON006,Electrical conduit laying,Electrical conduit laying at Bapatla.,Electrician,2,Bapatla,15.912902,80.475191,"Site 27, Bapatla",2026-08-22,08:30,650,open
